Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
9.94,3.36,12.2,"Orange",9,7,False
6.16,3.86,12.06,"Blue",14,7,False
6.93,1.26,8.15,"Yellow",11,7,False
4.52,2.89,14.32,"Purple",8,8,False
5.79,3.84,8.12,"Yellow",14,5,True
4.06,1.54,8.73,"Yellow",15,19,True
4.5,3.64,14.05,"Blue",3,6,False
4.99,3.22,10.29,"Red",14,12,False
5.49,1.64,8.31,"Purple",4,12,False
6.73,3.88,13.6,"Red",9,10,False
3.7,1.2,14.99,"Pink",9,9,False
6.22,2.7,9.47,"Red",4,3,False
4.99,3.12,8.83,"Red",5,5,False
8.32,3.02,13.96,"Red",2,14,True
7.0,1.76,9.51,"Pink",15,6,False
6.75,2.01,12.82,"Blue",13,10,False
7.9,3.35,13.69,"Red",2,13,False
9.21,1.53,9.43,"Red",15,13,True
4.79,3.96,10.64,"Orange",5,5,False
3.67,1.95,9.7,"Blue",3,4,False
8.64,4.32,8.4,"Red",7,15,True
5.35,3.97,13.11,"Pink",10,15,True
6.85,1.07,9.99,"Orange",15,14,False
5.61,2.9,8.6,"Green",11,9,False
4.51,1.85,9.29,"Green",10,5,False
5.3,1.44,14.64,"Red",10,7,True
5.09,1.49,12.27,"Blue",1,13,False
4.64,2.74,8.27,"Blue",2,13,False
7.46,1.3,15.91,"Blue",6,9,False
4.92,2.62,13.52,"Pink",9,5,False
3.44,2.12,14.97,"Green",10,14,False
4.86,3.99,10.57,"Green",8,6,False
7.17,2.57,13.1,"Purple",5,7,False
2.87,2.43,13.21,"Blue",15,3,False
6.63,2.2,15.96,"Red",12,6,False
4.1,3.02,10.31,"Red",1,8,False
8.45,2.61,10.58,"Purple",15,6,False
3.88,3.58,11.6,"Yellow",7,12,False
8.9,1.75,13.6,"Purple",5,10,False
3.66,2.77,10.5,"Blue",7,9,False
7.71,5.47,10.28,"Purple",9,8,True
4.74,1.2,13.91,"Yellow",15,5,False
10.42,2.57,5.42,"Blue",6,12,True
6.15,1.42,12.22,"Red",9,10,False
5.27,1.81,15.6,"Blue",14,8,True
3.9,1.3,13.43,"Red",10,2,False
7.7,3.85,12.3,"Yellow",13,4,False
7.73,2.22,15.17,"Purple",10,15,False
9.02,1.93,14.56,"Red",9,12,False
2.74,3.51,8.73,"Pink",6,3,False
9.41,3.37,9.24,"Green",3,12,False
9.12,3.06,10.02,"Red",12,15,False
11.13,4.64,15.52,"Yellow",15,13,True
10.54,5.17,5.56,"Red",12,4,True
2.18,1.46,10.32,"Orange",15,12,False
8.75,1.72,14.42,"Red",2,2,False
3.81,5.47,10.06,"Red",6,2,True
4.09,1.13,15.71,"Pink",1,7,False
3.41,2.88,14.73,"Orange",3,14,False
3.74,2.82,8.23,"Yellow",3,8,False
4.53,1.01,11.34,"Purple",12,5,False
3.97,2.84,15.63,"Blue",11,14,False
7.84,3.82,15.76,"Pink",12,12,False
8.42,2.79,14.76,"Yellow",14,12,False
9.64,3.09,10.62,"Green",3,14,False
6.66,5.46,8.0,"Red",8,6,True
2.62,3.6,12.52,"Yellow",4,8,False
3.87,2.28,9.83,"Green",4,4,False
7.87,1.79,11.24,"Pink",10,3,False
2.94,1.2,8.19,"Orange",10,7,True
9.67,1.47,9.25,"Orange",6,6,True
6.38,3.64,9.52,"Blue",8,13,False
9.96,1.75,10.12,"Purple",14,1,False
3.49,2.4,12.55,"Red",8,5,False
5.26,1.39,8.53,"Orange",8,4,False
6.92,1.11,12.79,"Blue",8,1,False
6.31,2.48,8.76,"Purple",1,2,True
8.27,1.63,10.43,"Orange",15,5,False
4.47,3.45,10.21,"Red",3,6,False
9.79,1.39,15.36,"Green",11,9,False
7.01,3.14,9.26,"Red",5,5,False
10.34,4.34,13.94,"Red",19,18,True
2.12,3.57,11.82,"Red",13,13,False
7.79,3.39,12.32,"Purple",9,11,False
9.43,1.8,12.91,"Green",15,11,False
9.12,1.58,15.59,"Purple",7,13,False
8.95,2.55,9.9,"Pink",4,5,True
6.67,1.52,15.15,"Yellow",2,12,False
5.88,2.07,11.32,"Red",5,13,False
7.18,2.55,10.58,"Purple",4,4,False
9.46,5.94,14.95,"Blue",11,17,True
2.9,3.38,12.19,"Orange",6,11,False
4.67,2.81,9.77,"Red",3,9,False
3.24,3.39,11.01,"Red",8,14,False
9.81,3.28,14.06,"Red",12,11,False
8.2,3.44,9.34,"Green",3,13,False
9.38,3.86,13.59,"Blue",1,13,False
9.23,1.78,8.18,"Blue",2,13,False
7.17,2.47,13.97,"Green",13,11,False
6.52,1.39,10.33,"Pink",9,7,False
9.68,3.71,8.54,"Green",12,9,False
3.79,2.64,14.14,"Purple",3,1,False
7.14,2.58,10.29,"Pink",13,14,False
3.2,2.1,9.43,"Yellow",5,6,False
4.85,5.9,9.68,"Purple",12,7,True
8.27,1.96,9.23,"Blue",12,9,False
4.06,1.07,12.51,"Purple",14,6,False
5.81,3.5,14.93,"Purple",8,15,False
9.35,1.56,14.96,"Orange",14,6,True
3.92,1.37,9.67,"Orange",18,14,True
4.67,3.49,11.8,"Green",6,2,False
4.52,2.08,8.45,"Yellow",13,6,False
5.47,1.82,15.47,"Yellow",5,4,False
3.65,1.61,9.44,"Red",11,4,False
5.62,5.53,15.67,"Yellow",11,10,True
5.28,1.17,15.02,"Blue",1,11,False
7.68,2.88,11.23,"Yellow",3,15,False
6.69,1.84,9.5,"Green",4,8,True
3.45,2.29,11.81,"Orange",14,6,False
2.47,2.75,14.0,"Orange",10,2,False
7.61,3.1,14.85,"Orange",9,14,False
9.65,1.4,15.58,"Pink",8,7,False
2.19,2.08,15.15,"Purple",6,8,False
6.25,3.75,13.57,"Orange",11,5,False
7.52,1.8,15.07,"Yellow",14,14,False
3.7,3.14,11.63,"Red",12,7,False
7.3,3.9,12.36,"Green",5,4,False
7.55,3.07,15.83,"Yellow",10,2,False
8.69,1.89,15.66,"Orange",5,7,False
2.68,1.97,13.53,"Yellow",11,14,False
8.33,1.46,9.93,"Purple",13,2,True
4.82,2.18,8.73,"Pink",13,7,False
3.83,2.43,11.98,"Orange",1,2,False
3.62,3.46,10.01,"Yellow",9,8,False
4.99,3.93,8.08,"Red",12,10,False
5.13,3.24,8.19,"Purple",8,5,False
8.76,1.03,9.82,"Purple",9,18,True
4.89,2.1,8.84,"Purple",2,5,False
3.72,1.07,12.1,"Green",13,11,False
4.49,2.19,10.49,"Pink",1,14,False
3.19,3.31,8.89,"Orange",9,3,True
6.8,2.37,10.31,"Green",14,2,False
2.6,2.16,14.43,"Red",13,9,True
8.98,3.55,8.32,"Yellow",5,12,False
3.12,3.25,9.6,"Yellow",2,8,False
11.33,5.49,11.43,"Orange",13,11,True
3.12,1.34,12.39,"Yellow",15,2,False
2.48,2.18,12.61,"Blue",7,10,True
4.65,3.62,8.74,"Green",14,15,False
6.79,3.32,12.23,"Pink",14,2,False
2.49,3.36,6.91,"Blue",17,10,True
4.79,3.55,14.3,"Green",14,12,False
2.53,3.56,12.49,"Pink",3,7,False
9.89,3.8,11.28,"Blue",9,7,False
7.07,2.39,12.05,"Purple",14,10,False
2.07,3.19,14.25,"Red",14,15,False
8.34,3.74,15.3,"Blue",3,1,False
6.39,3.46,8.28,"Purple",6,4,False
7.8,1.73,11.47,"Orange",8,4,False
6.07,1.17,15.66,"Green",3,7,False
8.72,2.64,15.88,"Orange",14,12,False
3.78,3.34,6.69,"Red",18,12,True
3.83,3.37,15.43,"Red",9,4,False
3.88,4.39,8.99,"Purple",13,8,True
6.11,1.62,14.58,"Purple",11,15,False
4.96,1.54,10.67,"Green",3,14,False
3.39,2.57,10.46,"Orange",1,7,False
5.3,5.58,15.12,"Green",15,12,True
9.6,1.36,13.1,"Purple",2,14,False
4.15,1.1,15.76,"Orange",15,11,True
4.74,5.62,12.24,"Pink",3,9,True
11.37,2.66,12.39,"Pink",9,10,True
8.02,3.31,8.4,"Red",12,11,False
5.19,2.5,10.19,"Red",2,11,False
4.52,2.85,8.39,"Red",1,9,False
7.95,2.31,11.04,"Orange",6,4,False
5.39,2.58,12.89,"Yellow",7,9,False
7.64,1.39,13.65,"Yellow",6,3,False
4.92,2.41,10.14,"Yellow",2,8,False
3.57,3.94,14.39,"Yellow",6,7,False
8.75,3.81,14.35,"Pink",4,11,False
8.99,2.98,12.3,"Yellow",1,1,False
7.49,1.31,14.16,"Green",8,5,False
4.76,1.51,14.89,"Purple",9,5,False
6.26,2.81,9.15,"Yellow",8,14,False
6.12,3.98,13.73,"Red",15,5,False
9.79,1.69,15.56,"Red",10,12,False
8.72,1.48,13.81,"Red",5,10,False
5.59,4.27,7.77,"Red",6,7,True
8.76,3.24,14.46,"Pink",15,2,False
7.25,3.63,10.57,"Blue",8,17,True
4.88,1.9,13.04,"Blue",11,12,True
8.73,1.08,12.13,"Purple",10,4,False
3.68,1.25,14.5,"Yellow",6,9,False
7.31,1.48,6.12,"Green",10,7,True
6.17,2.21,11.42,"Purple",9,6,False
9.44,3.52,15.93,"Green",15,14,False
6.39,3.87,14.31,"Pink",15,3,False
3.28,5.31,11.73,"Purple",18,8,True
4.32,2.97,12.51,"Orange",3,3,False
6.3,3.36,11.2,"Orange",13,5,False
6.86,2.72,11.12,"Yellow",5,2,False
8.6,2.46,8.2,"Green",1,14,False
4.39,1.59,9.81,"Red",5,6,True
2.57,4.58,9.02,"Green",13,1,True
6.42,3.17,13.86,"Yellow",5,15,True
5.68,1.11,14.59,"Blue",5,8,False
7.23,1.91,12.07,"Green",15,15,False
4.6,3.05,11.14,"Pink",6,1,False
3.35,2.02,4.49,"Blue",17,13,True
11.6,1.35,6.13,"Purple",12,13,True
4.16,3.68,15.25,"Yellow",6,3,False
4.82,2.22,9.19,"Orange",7,2,False
8.42,1.08,12.78,"Blue",14,7,True
6.67,2.1,8.77,"Purple",1,11,False
3.89,1.38,8.32,"Blue",12,15,False
2.33,2.07,8.84,"Orange",6,2,False
3.39,2.66,13.14,"Blue",3,2,False
8.12,1.46,13.5,"Green",12,14,False
4.85,1.11,8.39,"Pink",10,14,False
4.3,3.84,10.85,"Pink",9,6,True
9.96,2.1,12.47,"Orange",1,7,False
5.82,1.07,15.69,"Purple",11,8,False
6.0,1.12,8.13,"Blue",10,14,False
10.9,4.27,14.62,"Red",16,10,True
6.45,2.78,13.73,"Red",1,3,False
6.07,3.23,11.96,"Yellow",10,12,False
3.63,2.69,12.71,"Pink",6,10,False
6.81,3.04,11.43,"Orange",11,7,False
9.18,2.71,13.55,"Blue",8,9,False
5.28,2.4,10.98,"Pink",2,11,False
5.92,3.9,13.2,"Blue",14,12,False
9.29,3.23,9.17,"Blue",3,11,False
9.94,3.97,12.1,"Yellow",1,6,False
5.95,1.14,11.64,"Purple",7,13,False
8.29,4.75,6.84,"Pink",12,14,True
6.16,3.67,11.3,"Blue",9,5,False
5.59,3.15,14.85,"Pink",15,13,True
9.46,1.31,10.21,"Pink",10,11,False
2.19,2.07,8.62,"Orange",6,10,False
3.55,2.13,8.8,"Orange",1,9,False
8.85,5.65,10.41,"Pink",19,14,True
5.24,2.76,8.05,"Orange",5,1,False
7.7,2.16,9.64,"Blue",10,13,False
8.07,1.92,14.57,"Pink",6,11,False
9.88,2.74,15.69,"Blue",9,2,False
2.6,2.91,12.99,"Purple",11,1,False
7.64,3.54,9.3,"Pink",9,5,False
4.13,1.0,13.89,"Pink",10,8,False
5.72,2.73,11.98,"Orange",7,4,False
7.41,2.94,14.16,"Pink",4,7,False
3.47,1.15,13.58,"Yellow",7,3,False
3.34,2.11,6.27,"Red",4,10,True
7.36,2.28,8.67,"Yellow",15,4,False
3.78,1.71,13.43,"Red",15,12,False
2.12,3.41,9.55,"Yellow",14,13,False
2.5,3.24,8.78,"Green",12,7,False
7.05,3.05,9.17,"Green",3,8,False
4.83,2.09,14.49,"Blue",5,2,False
2.7,3.75,13.96,"Purple",12,1,False
2.96,2.31,12.14,"Red",8,13,False
7.55,2.03,13.34,"Pink",3,7,False
8.74,1.44,8.49,"Blue",14,9,False
6.01,1.92,8.66,"Purple",14,14,False
5.66,3.46,14.21,"Green",4,6,False
5.21,2.87,11.87,"Orange",14,1,False
5.45,2.67,9.7,"Blue",15,5,False
9.16,2.62,8.09,"Pink",6,4,False
4.86,1.61,12.11,"Green",15,1,False
3.71,1.11,10.06,"Pink",7,10,False
2.76,1.5,8.44,"Blue",8,1,False
6.1,2.1,13.42,"Blue",11,11,False
6.13,3.27,12.77,"Yellow",5,10,False
3.71,2.13,15.75,"Red",2,15,False
9.98,1.69,10.06,"Green",12,9,True
8.0,2.07,9.76,"Green",14,14,True
8.33,2.96,14.24,"Red",6,12,False
3.17,3.57,10.28,"Red",8,6,False
2.73,1.54,11.51,"Purple",9,11,False
5.23,2.93,14.26,"Yellow",9,15,True
7.92,1.59,10.05,"Purple",14,5,False
10.15,3.0,9.35,"Orange",2,11,True
6.45,1.93,10.08,"Blue",4,15,False
4.11,3.97,10.54,"Pink",14,11,False
9.96,1.58,14.92,"Purple",11,3,False
6.46,2.0,15.82,"Green",11,2,False
3.08,2.84,14.71,"Blue",9,10,False
7.57,1.73,14.6,"Yellow",5,5,False
5.81,3.53,8.59,"Green",11,12,False
6.74,1.66,14.67,"Red",7,5,False
7.0,3.36,10.33,"Pink",12,11,False
2.53,2.98,9.26,"Purple",3,9,False
7.44,3.82,7.78,"Orange",2,5,True
8.86,3.93,15.93,"Blue",10,15,False
7.74,1.52,14.87,"Orange",13,12,True
3.41,2.01,14.95,"Orange",1,2,False
4.08,3.2,8.34,"Red",11,19,True
8.43,3.03,13.15,"Yellow",11,11,False
6.18,3.37,8.43,"Green",11,3,False
9.18,4.6,11.1,"Orange",2,8,True
6.02,3.05,12.7,"Yellow",6,4,False
6.53,1.7,10.31,"Pink",3,3,False
4.22,2.22,11.67,"Orange",4,5,False
9.66,2.84,9.79,"Red",9,5,False
9.4,3.0,15.92,"Green",12,1,False
5.02,3.89,12.93,"Orange",13,11,False
9.5,2.33,8.31,"Red",3,18,True
9.82,2.39,13.4,"Orange",14,5,False
8.59,1.87,13.21,"Green",13,12,True
6.63,3.25,11.37,"Purple",15,14,False
2.82,1.7,15.16,"Green",14,15,False
4.99,3.05,14.19,"Blue",8,15,False
6.0,1.21,15.18,"Orange",13,3,False
6.19,3.06,12.16,"Pink",14,3,True
3.13,3.75,15.22,"Yellow",12,1,False
3.81,1.08,11.37,"Pink",6,10,False
9.03,1.29,9.6,"Pink",15,9,False
4.86,2.11,11.68,"Blue",1,4,False
6.75,3.54,11.7,"Green",5,8,False
5.37,2.55,12.24,"Purple",4,13,False
4.45,1.33,14.18,"Purple",12,15,False
9.47,1.92,15.66,"Red",8,11,False
6.0,3.13,11.95,"Green",5,9,False
9.87,2.24,12.47,"Orange",7,5,False
9.11,3.84,5.09,"Orange",14,10,True
5.71,3.95,10.76,"Red",11,14,False
11.17,2.09,11.71,"Pink",13,5,True
11.51,2.12,5.64,"Orange",8,6,True
7.47,2.48,13.37,"Blue",10,1,False
9.55,3.78,15.93,"Yellow",3,14,False
7.85,1.71,14.08,"Purple",12,12,True
4.8,2.51,9.18,"Blue",12,1,False
9.91,3.4,13.84,"Yellow",5,12,False
3.65,1.53,14.74,"Orange",5,7,False
4.57,1.28,15.58,"Pink",12,14,False
4.22,1.03,11.05,"Green",8,3,False
3.8,1.38,13.28,"Yellow",5,15,False
8.65,3.26,15.76,"Blue",8,5,False
9.61,2.3,9.42,"Green",11,7,False
8.09,3.88,12.48,"Purple",15,12,False
8.89,3.09,15.9,"Orange",6,6,False
10.04,2.0,14.01,"Green",15,14,True
8.96,2.75,15.17,"Red",8,11,False
2.6,1.27,10.4,"Purple",14,6,False
7.64,3.28,11.4,"Yellow",7,8,False
7.31,1.71,14.36,"Yellow",11,5,False
4.18,2.37,13.61,"Orange",7,2,False
7.86,3.09,14.53,"Yellow",10,13,False
3.35,2.62,11.39,"Red",1,6,False
7.0,1.17,14.26,"Pink",5,7,False
7.4,3.19,10.54,"Green",2,10,False
2.98,1.65,14.12,"Yellow",8,12,False
9.14,3.11,9.02,"Pink",14,11,False
5.35,1.62,9.36,"Red",1,10,False
6.06,3.8,9.34,"Green",4,13,True
3.16,3.6,9.22,"Red",14,3,False
5.13,3.43,10.71,"Purple",5,14,False
2.44,2.31,12.42,"Red",14,8,False
5.5,1.77,10.64,"Orange",9,14,False
3.92,2.36,15.05,"Blue",9,5,False
7.61,3.14,8.39,"Purple",14,6,True
9.1,3.71,13.81,"Yellow",5,13,False
10.75,3.15,11.59,"Purple",15,14,True
3.58,2.73,15.98,"Blue",3,9,False
9.0,3.71,8.5,"Orange",15,10,False
4.53,2.37,13.93,"Red",8,15,True
4.95,3.5,10.24,"Purple",8,2,False
3.35,2.93,10.55,"Red",12,10,False
8.93,1.56,10.06,"Orange",13,13,False
5.88,1.61,8.72,"Pink",3,5,False
4.5,1.26,14.67,"Pink",10,8,False
9.17,3.86,14.52,"Orange",10,7,False
4.8,3.52,11.47,"Orange",2,7,False
6.85,2.9,14.35,"Purple",12,6,False
7.59,3.93,10.05,"Yellow",6,13,False
6.52,2.74,10.57,"Yellow",11,6,False
6.92,1.93,11.45,"Yellow",2,14,False
2.34,1.23,10.05,"Orange",11,10,False
5.52,3.5,8.02,"Blue",7,12,False
9.22,2.34,12.84,"Green",9,12,False
9.8,5.22,5.36,"Yellow",6,13,True
7.66,1.43,10.19,"Pink",14,7,False
10.42,2.89,11.61,"Green",13,6,True
9.93,1.9,12.35,"Pink",9,8,False
9.79,2.14,13.5,"Purple",12,6,False
11.67,2.77,10.84,"Red",10,13,True
2.95,2.72,6.89,"Pink",12,6,True
10.94,3.22,10.83,"Purple",6,15,True
9.79,3.8,13.08,"Pink",6,11,False
3.16,2.83,13.77,"Yellow",9,1,False
6.91,2.41,9.79,"Blue",8,6,False
4.37,3.23,10.39,"Pink",10,4,True
2.8,1.22,9.39,"Yellow",8,10,False
4.88,1.69,9.11,"Green",9,1,False
2.22,3.97,15.25,"Yellow",2,5,False
4.19,2.82,11.91,"Blue",15,7,False
11.07,3.42,10.37,"Pink",6,13,True
3.07,2.45,11.88,"Orange",1,6,False
5.3,1.88,12.92,"Pink",3,14,False
6.27,2.26,13.21,"Red",13,8,False
5.24,2.65,12.14,"Blue",9,11,False
5.34,3.49,7.38,"Purple",14,2,True
11.51,3.56,14.39,"Blue",4,17,True
3.73,2.7,11.47,"Yellow",13,2,False
8.4,2.03,10.58,"Red",10,3,False
5.76,3.36,9.48,"Red",10,1,False
4.82,2.15,10.61,"Yellow",2,1,False
2.91,1.55,10.68,"Yellow",1,12,False
8.75,1.08,15.98,"Orange",13,4,False
3.28,3.83,9.65,"Pink",8,10,True
8.64,3.4,15.06,"Green",5,9,False
9.61,1.59,8.64,"Green",11,4,False
9.28,2.39,9.55,"Red",3,12,False
9.92,3.47,15.04,"Yellow",7,5,False
9.5,3.27,9.35,"Pink",10,15,False
3.34,2.78,11.31,"Red",4,9,False
3.85,1.62,8.66,"Red",19,12,True
7.21,2.84,10.87,"Purple",10,8,True
9.27,2.46,15.62,"Green",11,11,False
4.02,3.84,9.45,"Red",13,11,False
9.84,3.48,11.0,"Yellow",4,10,False
2.25,3.9,11.86,"Red",3,15,False
6.3,2.12,15.53,"Red",8,6,False
7.82,3.35,12.62,"Green",4,15,False
3.65,1.9,8.09,"Orange",1,14,False
7.93,2.59,10.41,"Red",5,15,False
9.54,2.59,13.49,"Pink",4,12,False
5.28,1.52,15.72,"Purple",12,13,True
4.18,3.76,15.97,"Pink",5,1,False
9.31,1.28,13.96,"Red",7,8,False
5.03,1.9,11.14,"Yellow",8,1,False
7.99,2.36,15.41,"Green",5,5,False
4.63,1.1,14.66,"Yellow",12,3,False
3.36,3.1,8.35,"Orange",13,12,False
6.84,4.13,8.22,"Red",10,2,True
7.9,2.46,10.04,"Green",10,4,False
3.06,3.3,8.79,"Purple",8,5,False
8.06,1.2,8.2,"Pink",18,11,True
5.74,3.82,8.41,"Pink",2,8,True
3.32,2.83,9.22,"Red",14,18,True
3.59,2.22,15.64,"Red",14,12,False
2.3,2.92,9.36,"Yellow",8,13,False
6.5,3.49,14.83,"Purple",13,4,False
3.61,3.65,13.82,"Yellow",7,15,False
4.29,3.23,10.98,"Orange",15,17,True
8.49,2.07,12.02,"Blue",4,1,False
3.5,1.31,13.32,"Yellow",5,11,False
8.37,1.08,15.26,"Blue",15,9,False
5.36,3.48,15.58,"Yellow",7,9,False
3.68,1.33,8.08,"Yellow",4,6,False
9.45,2.59,11.73,"Yellow",13,13,False
6.35,2.68,9.22,"Orange",10,8,False
6.93,2.84,15.89,"Blue",12,5,False
3.92,3.52,11.81,"Green",5,9,False
8.69,1.33,12.56,"Red",6,12,False
8.72,1.52,10.86,"Purple",15,14,True
9.42,3.72,8.14,"Pink",6,8,False
4.73,2.13,12.89,"Red",11,12,False
5.43,2.04,15.24,"Pink",7,11,False
5.57,1.87,11.53,"Orange",7,8,False
6.03,3.78,13.69,"Red",3,8,False
5.31,3.17,9.65,"Green",7,5,False
5.5,1.53,15.39,"Orange",7,10,False
6.48,4.5,10.82,"Orange",10,10,True
6.02,3.79,13.22,"Green",3,11,False
10.13,2.51,9.57,"Green",10,14,True
7.87,3.93,8.78,"Orange",15,13,True
7.02,2.53,11.11,"Green",4,6,True
3.21,1.27,13.79,"Red",5,7,False
9.01,4.09,10.48,"Red",12,2,True
3.31,3.03,5.71,"Yellow",3,17,True
8.07,1.53,9.34,"Green",15,3,False
5.76,3.51,9.49,"Orange",7,3,False
5.68,3.63,14.0,"Blue",3,13,False
6.06,2.73,12.0,"Blue",10,2,False
2.59,2.39,11.6,"Green",2,12,False
6.98,2.99,15.2,"Orange",2,12,False
8.58,3.91,15.83,"Yellow",5,14,False
9.03,3.88,8.63,"Purple",15,3,False
8.7,2.78,13.09,"Yellow",8,1,False
5.35,1.21,14.98,"Orange",9,6,False
5.3,1.16,10.89,"Red",1,13,False
3.75,3.87,15.03,"Pink",2,11,False
6.58,2.5,12.25,"Orange",9,9,False
3.78,3.31,15.31,"Red",12,1,False
7.06,1.67,15.51,"Red",1,10,False
7.45,2.25,10.16,"Yellow",11,7,True
4.93,2.36,8.34,"Purple",5,2,False
8.66,3.68,8.29,"Yellow",3,13,True
3.52,1.26,12.55,"Red",5,12,False
7.93,2.52,6.39,"Red",18,5,True
9.11,1.2,8.29,"Orange",11,1,False
8.65,1.45,9.59,"Yellow",18,16,True
6.07,2.68,10.98,"Red",2,2,False
9.68,3.34,11.0,"Red",2,3,False
3.32,1.53,9.73,"Purple",13,15,False
7.1,3.25,8.73,"Yellow",6,6,False
7.0,4.97,7.51,"Blue",14,12,True
7.57,1.26,15.13,"Yellow",7,13,False
6.46,1.07,10.76,"Purple",14,4,False
7.34,1.43,14.24,"Yellow",4,5,False
2.36,2.61,13.88,"Pink",6,10,False
4.13,3.36,15.21,"Blue",2,7,False
7.75,2.03,8.46,"Purple",9,14,False
3.57,1.17,13.06,"Red",7,3,False
8.51,1.47,12.09,"Red",9,6,False
2.56,3.46,8.64,"Orange",11,15,False
7.26,2.69,14.05,"Blue",5,13,False
9.1,3.47,13.94,"Green",1,14,False
9.8,2.44,15.14,"Purple",15,10,False
2.36,2.21,9.67,"Green",4,2,False
7.25,3.64,15.82,"Yellow",15,6,False
2.02,1.07,12.8,"Purple",8,2,False
4.97,1.63,9.92,"Blue",6,12,False
6.27,3.37,8.54,"Red",9,11,False
3.51,1.37,14.15,"Blue",4,14,False
3.13,2.2,14.59,"Purple",6,11,False
9.81,2.48,11.95,"Yellow",8,1,False
9.8,3.38,9.04,"Purple",12,11,False
9.43,3.76,10.89,"Blue",1,17,True
7.58,3.08,15.05,"Green",12,5,False
7.2,1.16,9.77,"Pink",1,10,False
3.74,3.2,15.16,"Purple",5,9,False
9.6,2.05,10.93,"Yellow",8,14,False
2.49,1.54,11.29,"Green",14,5,False
3.01,1.94,9.11,"Pink",11,14,False
7.63,1.2,8.05,"Yellow",5,14,False
3.61,3.07,11.66,"Red",6,6,False
2.39,3.53,8.36,"Purple",4,13,False
7.17,1.61,15.72,"Yellow",7,10,False
6.17,1.69,13.13,"Yellow",1,1,False
11.16,1.36,11.61,"Orange",11,14,True
3.64,2.61,12.48,"Purple",10,9,False
3.79,1.97,10.44,"Pink",13,7,False
4.99,1.61,15.44,"Red",11,6,False
7.37,2.3,12.91,"Yellow",11,12,True
3.42,1.92,9.02,"Pink",15,5,False
6.33,2.76,9.54,"Red",15,8,False
3.15,3.19,8.54,"Blue",13,15,True
4.38,2.08,12.38,"Yellow",10,3,False
8.61,2.2,13.88,"Red",15,12,True
8.97,3.95,9.41,"Yellow",10,15,False
2.29,2.16,9.52,"Blue",11,6,False
2.16,5.46,15.44,"Blue",7,15,True
5.46,1.52,9.68,"Orange",11,5,False
9.45,3.1,8.35,"Red",8,4,False
4.85,3.48,10.1,"Red",5,15,False
2.69,2.02,9.83,"Green",14,16,True
6.72,3.73,15.74,"Yellow",14,12,False
9.84,2.34,8.28,"Pink",8,9,False
6.79,1.47,8.37,"Green",8,1,False
3.53,3.73,14.17,"Green",6,6,False
4.13,1.94,13.11,"Orange",10,5,False
5.19,1.56,15.76,"Yellow",5,1,False
5.04,1.49,15.12,"Green",13,14,False
5.34,1.33,8.63,"Orange",4,4,False
9.47,2.29,15.21,"Pink",14,2,False
10.32,1.31,6.63,"Red",17,10,True
7.07,2.19,9.96,"Yellow",12,5,True
7.56,2.71,14.87,"Orange",5,3,False
8.28,2.34,15.11,"Red",3,14,False
4.39,2.1,11.14,"Orange",2,9,False
7.65,1.39,10.38,"Red",10,7,False
9.86,3.47,15.03,"Green",6,10,False
2.23,3.33,14.5,"Orange",5,13,False
3.6,2.06,10.32,"Red",13,9,False
5.88,3.98,8.15,"Blue",9,6,False
4.83,3.57,12.84,"Red",6,7,False
7.83,3.5,14.77,"Red",10,2,False
3.7,2.14,13.4,"Green",6,15,False
2.5,3.97,11.62,"Purple",8,7,False
9.92,1.84,10.74,"Blue",10,14,False
2.63,3.22,10.13,"Blue",2,12,False
3.62,2.05,10.79,"Red",2,3,False
4.63,1.96,8.23,"Green",1,7,False
4.58,1.29,11.9,"Red",1,11,False
2.92,2.44,11.21,"Yellow",12,10,False
4.15,1.88,13.88,"Red",9,13,False
4.06,3.23,8.53,"Orange",14,7,False
9.99,2.09,9.19,"Purple",9,9,True
8.64,3.26,14.76,"Red",9,13,False
9.69,1.76,13.6,"Pink",6,1,False
3.76,3.31,8.93,"Orange",7,9,False
2.72,3.13,8.42,"Orange",6,4,False
7.87,1.9,13.01,"Orange",12,18,True
6.4,1.44,13.33,"Purple",14,1,False
9.69,3.03,15.09,"Pink",12,12,False
6.57,3.76,9.36,"Blue",2,15,False
4.48,1.14,10.3,"Blue",11,7,False
7.04,1.1,11.15,"Pink",12,15,False
4.58,2.79,9.36,"Yellow",3,11,False
5.11,3.66,10.99,"Red",2,2,False
8.27,3.15,15.21,"Pink",4,2,False
7.44,5.9,15.16,"Yellow",18,9,True
2.96,2.93,9.84,"Orange",10,15,False
6.27,1.57,9.26,"Blue",6,13,False
4.22,1.79,9.32,"Blue",4,13,False
2.61,1.03,8.7,"Red",8,1,False
6.27,3.42,8.58,"Orange",7,15,False
5.86,1.19,12.1,"Purple",14,7,False
7.81,3.23,11.72,"Red",3,4,False
9.22,3.65,9.11,"Pink",4,13,False
4.79,3.01,8.14,"Purple",13,1,False
8.02,2.36,15.39,"Pink",13,13,False
7.25,1.5,13.45,"Green",5,15,False
7.02,2.63,8.05,"Red",5,15,False
5.82,1.4,15.84,"Purple",8,12,False
6.24,3.3,13.81,"Blue",15,15,False
5.03,4.56,12.4,"Orange",10,12,True
4.84,3.0,11.35,"Green",11,15,True
6.6,1.13,11.53,"Red",14,6,False
